Device_ID,Device_Name,Session,Feature,N_Item_Observations,N_Participants,Converged,Optimizer,Random_Task_Slope_Variance,Warnings,Error
1,ASUS_FX63VD_laptop,session_2,F0semitoneFrom27.5Hz_sma3nz_stddevNorm,1197,51,True,powell,0.0006439798832978763,"Maximum Likelihood optimization failed to converge. Check mle_retvals | MixedLM optimization failed, trying a different optimizer may help. | Gradient optimization failed, |grad| = 32.094883 | Gradient optimization failed, |grad| = 0.249927 | The MLE may be on the boundary of the parameter space.",
1,ASUS_FX63VD_laptop,session_2,F0semitoneFrom27.5Hz_sma3nz_stddevRisingSlope,1197,51,True,lbfgs,0.016797415995327417,,
1,ASUS_FX63VD_laptop,session_2,F1amplitudeLogRelF0_sma3nz_amean,1197,51,True,lbfgs,0.21472941781966112,,
1,ASUS_FX63VD_laptop,session_2,F2amplitudeLogRelF0_sma3nz_amean,1197,51,True,lbfgs,0.10798546077941522,,
1,ASUS_FX63VD_laptop,session_2,F3amplitudeLogRelF0_sma3nz_amean,1197,51,True,lbfgs,0.18507912695819626,,
1,ASUS_FX63VD_laptop,session_2,F3amplitudeLogRelF0_sma3nz_stddevNorm,1197,51,True,nm,0.13658969038637422,"Maximum Likelihood optimization failed to converge. Check mle_retvals | MixedLM optimization failed, trying a different optimizer may help. | Gradient optimization failed, |grad| = 77.822591 | Gradient optimization failed, |grad| = 57.253302 | The Hessian matrix at the estimated parameter values is not positive definite. | invalid value encountered in scalar subtract | invalid value encountered in scalar multiply | The random effects covariance matrix is singular.",
1,ASUS_FX63VD_laptop,session_2,Gap_Before,1203,51,True,lbfgs,0.0006938361770552948,The MLE may be on the boundary of the parameter space. | The Hessian matrix at the estimated parameter values is not positive definite.,
1,ASUS_FX63VD_laptop,session_2,HNRdBACF_sma3nz_amean,1197,51,True,lbfgs,0.0004406862530701357,The MLE may be on the boundary of the parameter space.,
1,ASUS_FX63VD_laptop,session_2,MeanUnvoicedSegmentLength,1197,51,True,lbfgs,0.31139252700818165,,
1,ASUS_FX63VD_laptop,session_2,StddevVoicedSegmentLengthSec,1197,51,True,lbfgs,0.10177443166619414,,
1,ASUS_FX63VD_laptop,session_2,alphaRatioUV_sma3nz_amean,1197,51,True,lbfgs,0.12313776082007223,,
1,ASUS_FX63VD_laptop,session_2,hammarbergIndexUV_sma3nz_amean,1197,51,True,lbfgs,0.10695811122600743,,
1,ASUS_FX63VD_laptop,session_2,hammarbergIndexV_sma3nz_stddevNorm,1197,51,True,lbfgs,0.007759383348414827,The MLE may be on the boundary of the parameter space.,
1,ASUS_FX63VD_laptop,session_2,jitterLocal_sma3nz_amean,1197,51,True,lbfgs,0.02187130002398605,,
1,ASUS_FX63VD_laptop,session_2,loudness_sma3_pctlrange0-2,1197,51,True,lbfgs,0.033788517695335765,,
1,ASUS_FX63VD_laptop,session_2,loudness_sma3_percentile20.0,1197,51,True,lbfgs,0.11429978215876277,,
1,ASUS_FX63VD_laptop,session_2,loudness_sma3_stddevNorm,1197,51,True,lbfgs,0.05909810318587728,,
1,ASUS_FX63VD_laptop,session_2,mfcc1V_sma3nz_amean,1197,51,True,cg,0.0022057963369277018,"Maximum Likelihood optimization failed to converge. Check mle_retvals | MixedLM optimization failed, trying a different optimizer may help. | Gradient optimization failed, |grad| = 4.830695 | The MLE may be on the boundary of the parameter space.",
1,ASUS_FX63VD_laptop,session_2,mfcc1V_sma3nz_stddevNorm,1197,51,True,lbfgs,0.11930524496390953,,
1,ASUS_FX63VD_laptop,session_2,mfcc1_sma3_amean,1197,51,True,lbfgs,0.08076155091491273,,
1,ASUS_FX63VD_laptop,session_2,mfcc1_sma3_stddevNorm,1197,51,True,lbfgs,0.15103691937002334,,
1,ASUS_FX63VD_laptop,session_2,shimmerLocaldB_sma3nz_amean,1197,51,True,lbfgs,0.05089308545417474,,
1,ASUS_FX63VD_laptop,session_2,slopeUV0-500_sma3nz_amean,1197,51,True,cg,0.04045465513249258,"Maximum Likelihood optimization failed to converge. Check mle_retvals | MixedLM optimization failed, trying a different optimizer may help. | Gradient optimization failed, |grad| = 5.307931 | The MLE may be on the boundary of the parameter space.",
1,ASUS_FX63VD_laptop,session_2,slopeUV500-1500_sma3nz_amean,1197,51,True,lbfgs,0.0763854973390948,,
1,ASUS_FX63VD_laptop,session_2,slopeV0-500_sma3nz_amean,1197,51,True,lbfgs,0.022785799481660127,,
1,ASUS_FX63VD_laptop,session_2,spectralFluxUV_sma3nz_amean,1197,51,True,cg,0.008426204864725515,"Maximum Likelihood optimization failed to converge. Check mle_retvals | MixedLM optimization failed, trying a different optimizer may help. | Gradient optimization failed, |grad| = 22.513651 | The MLE may be on the boundary of the parameter space.",
1,ASUS_FX63VD_laptop,session_2,spectralFluxV_sma3nz_amean,1197,51,True,lbfgs,0.14723813891498946,,
1,ASUS_FX63VD_laptop,session_2,spectralFluxV_sma3nz_stddevNorm,1197,51,True,cg,0.0188394090608727,"Maximum Likelihood optimization failed to converge. Check mle_retvals | MixedLM optimization failed, trying a different optimizer may help. | Gradient optimization failed, |grad| = 18.316915",
1,ASUS_FX63VD_laptop,session_2,spectralFlux_sma3_stddevNorm,1197,51,True,lbfgs,0.013872413068664055,,
2,Apple_iPad_2021,session_1,F0semitoneFrom27.5Hz_sma3nz_pctlrange0-2,1116,51,True,lbfgs,0.00947253517846606,The MLE may be on the boundary of the parameter space. | The Hessian matrix at the estimated parameter values is not positive definite.,
2,Apple_iPad_2021,session_1,F0semitoneFrom27.5Hz_sma3nz_percentile20.0,1116,51,True,lbfgs,0.0019933885466387885,The MLE may be on the boundary of the parameter space.,
2,Apple_iPad_2021,session_1,F0semitoneFrom27.5Hz_sma3nz_stddevFallingSlope,1116,51,True,lbfgs,0.00832076942836731,The MLE may be on the boundary of the parameter space.,
2,Apple_iPad_2021,session_1,F0semitoneFrom27.5Hz_sma3nz_stddevNorm,1116,51,True,lbfgs,0.014748484619611585,,
2,Apple_iPad_2021,session_1,F0semitoneFrom27.5Hz_sma3nz_stddevRisingSlope,1116,51,True,lbfgs,0.11378809616526638,,
2,Apple_iPad_2021,session_1,F1amplitudeLogRelF0_sma3nz_amean,1116,51,True,powell,4.0619160171137065e-06,"Maximum Likelihood optimization failed to converge. Check mle_retvals | MixedLM optimization failed, trying a different optimizer may help. | Gradient optimization failed, |grad| = 29.753782 | Gradient optimization failed, |grad| = 5.710954 | The MLE may be on the boundary of the parameter space.",
2,Apple_iPad_2021,session_1,F2amplitudeLogRelF0_sma3nz_amean,1116,51,True,powell,0.003851468719031366,"Maximum Likelihood optimization failed to converge. Check mle_retvals | MixedLM optimization failed, trying a different optimizer may help. | Gradient optimization failed, |grad| = 28.631440 | Gradient optimization failed, |grad| = 1.482731 | The MLE may be on the boundary of the parameter space.",
2,Apple_iPad_2021,session_1,F3amplitudeLogRelF0_sma3nz_amean,1116,51,True,cg,0.0014550609985425043,"Maximum Likelihood optimization failed to converge. Check mle_retvals | MixedLM optimization failed, trying a different optimizer may help. | Gradient optimization failed, |grad| = 20.144019 | The MLE may be on the boundary of the parameter space.",
2,Apple_iPad_2021,session_1,F3amplitudeLogRelF0_sma3nz_stddevNorm,1116,51,True,powell,0.11772001784786448,"Maximum Likelihood optimization failed to converge. Check mle_retvals | MixedLM optimization failed, trying a different optimizer may help. | Gradient optimization failed, |grad| = 77.969764 | Gradient optimization failed, |grad| = 23.362640 | The MLE may be on the boundary of the parameter space. | The Hessian matrix at the estimated parameter values is not positive definite.",
2,Apple_iPad_2021,session_1,Gap_Before,1125,51,True,lbfgs,0.0039506995776702305,The MLE may be on the boundary of the parameter space.,
2,Apple_iPad_2021,session_1,HNRdBACF_sma3nz_amean,1116,51,True,lbfgs,0.0020351001507164113,The MLE may be on the boundary of the parameter space.,
2,Apple_iPad_2021,session_1,MeanUnvoicedSegmentLength,1116,51,True,lbfgs,0.009317452016892807,The MLE may be on the boundary of the parameter space.,
2,Apple_iPad_2021,session_1,StddevVoicedSegmentLengthSec,1116,51,True,lbfgs,0.08024222208646435,,
2,Apple_iPad_2021,session_1,alphaRatioUV_sma3nz_amean,1116,51,True,lbfgs,0.020313939197940806,,
2,Apple_iPad_2021,session_1,hammarbergIndexUV_sma3nz_amean,1116,51,True,lbfgs,0.013622985117507749,,
2,Apple_iPad_2021,session_1,hammarbergIndexV_sma3nz_stddevNorm,1116,51,True,cg,0.032106230546002486,"Maximum Likelihood optimization failed to converge. Check mle_retvals | MixedLM optimization failed, trying a different optimizer may help. | Gradient optimization failed, |grad| = 1.581188",
2,Apple_iPad_2021,session_1,jitterLocal_sma3nz_amean,1116,51,True,lbfgs,0.02150609551391935,,
2,Apple_iPad_2021,session_1,loudness_sma3_pctlrange0-2,1116,51,True,cg,0.014951818515274195,"Maximum Likelihood optimization failed to converge. Check mle_retvals | MixedLM optimization failed, trying a different optimizer may help. | Gradient optimization failed, |grad| = 0.462613",
2,Apple_iPad_2021,session_1,loudness_sma3_percentile20.0,1116,51,True,lbfgs,0.03671624414695324,,
2,Apple_iPad_2021,session_1,loudness_sma3_stddevNorm,1116,51,True,lbfgs,0.1003484251852367,,
2,Apple_iPad_2021,session_1,mfcc1V_sma3nz_amean,1116,51,True,lbfgs,0.04796789410150695,,
2,Apple_iPad_2021,session_1,mfcc1V_sma3nz_stddevNorm,1116,51,True,lbfgs,0.028661934456659488,Random effects covariance is singular,
2,Apple_iPad_2021,session_1,mfcc1_sma3_amean,1116,51,True,lbfgs,0.0604494127289441,,
2,Apple_iPad_2021,session_1,mfcc1_sma3_stddevNorm,1116,51,True,lbfgs,0.08076933741812145,,
2,Apple_iPad_2021,session_1,shimmerLocaldB_sma3nz_amean,1116,51,True,lbfgs,0.018571800506976315,,
2,Apple_iPad_2021,session_1,slopeUV0-500_sma3nz_amean,1116,51,True,lbfgs,0.05227592734982777,,
2,Apple_iPad_2021,session_1,slopeUV500-1500_sma3nz_amean,1116,51,True,powell,0.0019421214030048296,"Maximum Likelihood optimization failed to converge. Check mle_retvals | MixedLM optimization failed, trying a different optimizer may help. | Gradient optimization failed, |grad| = 0.281808 | The MLE may be on the boundary of the parameter space. | Gradient optimization failed, |grad| = 7.768480",
2,Apple_iPad_2021,session_1,slopeV0-500_sma3nz_amean,1116,51,True,lbfgs,0.019692143045424798,,
2,Apple_iPad_2021,session_1,spectralFluxUV_sma3nz_amean,1116,51,True,powell,0.008792380839343443,"Maximum Likelihood optimization failed to converge. Check mle_retvals | MixedLM optimization failed, trying a different optimizer may help. | Gradient optimization failed, |grad| = 36.038594 | The MLE may be on the boundary of the parameter space. | The Hessian matrix at the estimated parameter values is not positive definite. | Gradient optimization failed, |grad| = 6.917894",
2,Apple_iPad_2021,session_1,spectralFluxV_sma3nz_amean,1116,51,True,lbfgs,0.002252148698740068,The MLE may be on the boundary of the parameter space.,
2,Apple_iPad_2021,session_1,spectralFluxV_sma3nz_stddevNorm,1116,51,True,lbfgs,0.05530383031409106,,
2,Apple_iPad_2021,session_1,spectralFlux_sma3_stddevNorm,1116,51,True,lbfgs,0.07066867648364858,,
2,Apple_iPad_2021,session_2,F0semitoneFrom27.5Hz_sma3nz_pctlrange0-2,1080,51,True,lbfgs,0.01736192171820297,,
2,Apple_iPad_2021,session_2,F0semitoneFrom27.5Hz_sma3nz_percentile20.0,1080,51,True,lbfgs,0.00043105632924738866,The MLE may be on the boundary of the parameter space.,
2,Apple_iPad_2021,session_2,F0semitoneFrom27.5Hz_sma3nz_stddevFallingSlope,1080,51,True,powell,0.3505368850108623,"Maximum Likelihood optimization failed to converge. Check mle_retvals | MixedLM optimization failed, trying a different optimizer may help. | Gradient optimization failed, |grad| = 21.968753 | Gradient optimization failed, |grad| = 0.399884",
2,Apple_iPad_2021,session_2,F0semitoneFrom27.5Hz_sma3nz_stddevNorm,1080,51,True,powell,0.0007993316136907287,"Maximum Likelihood optimization failed to converge. Check mle_retvals | MixedLM optimization failed, trying a different optimizer may help. | Gradient optimization failed, |grad| = 28.395450 | Gradient optimization failed, |grad| = 0.489841 | The MLE may be on the boundary of the parameter space.",
2,Apple_iPad_2021,session_2,F0semitoneFrom27.5Hz_sma3nz_stddevRisingSlope,1080,51,True,lbfgs,0.025648310366531365,,
2,Apple_iPad_2021,session_2,F1amplitudeLogRelF0_sma3nz_amean,1080,51,True,lbfgs,0.00938276170343,The MLE may be on the boundary of the parameter space.,
2,Apple_iPad_2021,session_2,F2amplitudeLogRelF0_sma3nz_amean,1080,51,True,lbfgs,0.036925607915052415,,
2,Apple_iPad_2021,session_2,F3amplitudeLogRelF0_sma3nz_amean,1080,51,True,lbfgs,0.00783772977654412,The MLE may be on the boundary of the parameter space.,
2,Apple_iPad_2021,session_2,F3amplitudeLogRelF0_sma3nz_stddevNorm,1080,51,True,lbfgs,0.8304643059824668,The Hessian matrix at the estimated parameter values is not positive definite.,
2,Apple_iPad_2021,session_2,Gap_Before,1095,51,True,cg,0.01462440917328762,"Maximum Likelihood optimization failed to converge. Check mle_retvals | MixedLM optimization failed, trying a different optimizer may help. | Gradient optimization failed, |grad| = 10.536078",
2,Apple_iPad_2021,session_2,HNRdBACF_sma3nz_amean,1080,51,True,lbfgs,0.001161941078438359,The MLE may be on the boundary of the parameter space.,
2,Apple_iPad_2021,session_2,MeanUnvoicedSegmentLength,1080,51,True,lbfgs,0.05515249380520718,Random effects covariance is singular,
2,Apple_iPad_2021,session_2,StddevVoicedSegmentLengthSec,1080,51,True,lbfgs,0.05611779771444716,,
2,Apple_iPad_2021,session_2,alphaRatioUV_sma3nz_amean,1080,51,True,lbfgs,0.005134178583484152,The MLE may be on the boundary of the parameter space.,
2,Apple_iPad_2021,session_2,hammarbergIndexUV_sma3nz_amean,1080,51,True,lbfgs,0.03543854774342334,,
2,Apple_iPad_2021,session_2,hammarbergIndexV_sma3nz_stddevNorm,1080,51,True,lbfgs,0.03337081161339095,,
2,Apple_iPad_2021,session_2,jitterLocal_sma3nz_amean,1080,51,True,powell,0.004267778757992614,"Maximum Likelihood optimization failed to converge. Check mle_retvals | MixedLM optimization failed, trying a different optimizer may help. | Gradient optimization failed, |grad| = 31.951086 | The Hessian matrix at the estimated parameter values is not positive definite. | Gradient optimization failed, |grad| = 26.207913 | The MLE may be on the boundary of the parameter space.",
2,Apple_iPad_2021,session_2,loudness_sma3_pctlrange0-2,1080,51,True,lbfgs,0.14235006730488797,,
2,Apple_iPad_2021,session_2,loudness_sma3_percentile20.0,1080,51,True,lbfgs,0.09631969427560785,,
2,Apple_iPad_2021,session_2,loudness_sma3_stddevNorm,1080,51,True,powell,0.0029774969821622877,"Maximum Likelihood optimization failed to converge. Check mle_retvals | MixedLM optimization failed, trying a different optimizer may help. | Gradient optimization failed, |grad| = 5.016867 | The MLE may be on the boundary of the parameter space. | Gradient optimization failed, |grad| = 0.028213",
2,Apple_iPad_2021,session_2,mfcc1V_sma3nz_amean,1080,51,True,lbfgs,0.0076711546010054974,The MLE may be on the boundary of the parameter space.,
2,Apple_iPad_2021,session_2,mfcc1V_sma3nz_stddevNorm,1080,51,True,lbfgs,0.010300397451876848,,
2,Apple_iPad_2021,session_2,mfcc1_sma3_amean,1080,51,True,powell,0.004419785600857437,"Maximum Likelihood optimization failed to converge. Check mle_retvals | MixedLM optimization failed, trying a different optimizer may help. | Gradient optimization failed, |grad| = 9.390767 | The MLE may be on the boundary of the parameter space. | Gradient optimization failed, |grad| = 0.952862",
2,Apple_iPad_2021,session_2,mfcc1_sma3_stddevNorm,1080,51,True,cg,0.031310691827305615,"Maximum Likelihood optimization failed to converge. Check mle_retvals | MixedLM optimization failed, trying a different optimizer may help. | Gradient optimization failed, |grad| = 4.572088 | The MLE may be on the boundary of the parameter space.",
2,Apple_iPad_2021,session_2,shimmerLocaldB_sma3nz_amean,1080,51,True,lbfgs,0.014999223454872947,,
2,Apple_iPad_2021,session_2,slopeUV0-500_sma3nz_amean,1080,51,True,lbfgs,0.06038336280594864,,
2,Apple_iPad_2021,session_2,slopeUV500-1500_sma3nz_amean,1080,51,True,powell,0.010563681207629617,"Maximum Likelihood optimization failed to converge. Check mle_retvals | MixedLM optimization failed, trying a different optimizer may help. | Gradient optimization failed, |grad| = 38.446966 | The MLE may be on the boundary of the parameter space. | Gradient optimization failed, |grad| = 3.232323",
2,Apple_iPad_2021,session_2,slopeV0-500_sma3nz_amean,1080,51,True,lbfgs,0.0272853457825174,,
2,Apple_iPad_2021,session_2,spectralFluxUV_sma3nz_amean,1080,51,True,lbfgs,0.14817295271569025,The Hessian matrix at the estimated parameter values is not positive definite.,
2,Apple_iPad_2021,session_2,spectralFluxV_sma3nz_amean,1080,51,True,lbfgs,0.13854579518208843,,
2,Apple_iPad_2021,session_2,spectralFluxV_sma3nz_stddevNorm,1080,51,True,cg,0.0017830375244899102,"Maximum Likelihood optimization failed to converge. Check mle_retvals | MixedLM optimization failed, trying a different optimizer may help. | Gradient optimization failed, |grad| = 32.976662 | The Hessian matrix at the estimated parameter values is not positive definite. | The MLE may be on the boundary of the parameter space.",
2,Apple_iPad_2021,session_2,spectralFlux_sma3_stddevNorm,1080,51,True,cg,0.017157647098640587,"Maximum Likelihood optimization failed to converge. Check mle_retvals | MixedLM optimization failed, trying a different optimizer may help. | Gradient optimization failed, |grad| = 30.802065",
3,Huawei_P30_smartphone,session_1,F0semitoneFrom27.5Hz_sma3nz_pctlrange0-2,1117,51,True,cg,0.008905264065480057,"Maximum Likelihood optimization failed to converge. Check mle_retvals | MixedLM optimization failed, trying a different optimizer may help. | Gradient optimization failed, |grad| = 7.859709 | The MLE may be on the boundary of the parameter space.",
3,Huawei_P30_smartphone,session_1,F0semitoneFrom27.5Hz_sma3nz_percentile20.0,1117,51,True,lbfgs,0.001269714767053856,The MLE may be on the boundary of the parameter space.,
3,Huawei_P30_smartphone,session_1,F0semitoneFrom27.5Hz_sma3nz_stddevFallingSlope,1117,51,True,powell,0.011815902271160634,"Maximum Likelihood optimization failed to converge. Check mle_retvals | MixedLM optimization failed, trying a different optimizer may help. | Gradient optimization failed, |grad| = 4.302437 | The Hessian matrix at the estimated parameter values is not positive definite. | Gradient optimization failed, |grad| = 10.265434",
3,Huawei_P30_smartphone,session_1,F0semitoneFrom27.5Hz_sma3nz_stddevNorm,1117,51,True,lbfgs,0.005982956747588002,The MLE may be on the boundary of the parameter space.,
3,Huawei_P30_smartphone,session_1,F0semitoneFrom27.5Hz_sma3nz_stddevRisingSlope,1117,51,True,lbfgs,0.4488864422083943,The Hessian matrix at the estimated parameter values is not positive definite.,
3,Huawei_P30_smartphone,session_1,F1amplitudeLogRelF0_sma3nz_amean,1117,51,True,lbfgs,0.04512252065607501,,
3,Huawei_P30_smartphone,session_1,F2amplitudeLogRelF0_sma3nz_amean,1117,51,True,cg,0.0005542848627266598,"Maximum Likelihood optimization failed to converge. Check mle_retvals | MixedLM optimization failed, trying a different optimizer may help. | Gradient optimization failed, |grad| = 14.195426 | The MLE may be on the boundary of the parameter space.",
3,Huawei_P30_smartphone,session_1,F3amplitudeLogRelF0_sma3nz_amean,1117,51,True,cg,0.0019125966493102483,"Maximum Likelihood optimization failed to converge. Check mle_retvals | MixedLM optimization failed, trying a different optimizer may help. | Gradient optimization failed, |grad| = 12.344207 | The MLE may be on the boundary of the parameter space.",
3,Huawei_P30_smartphone,session_1,F3amplitudeLogRelF0_sma3nz_stddevNorm,1117,51,True,powell,0.02428784499910233,"Maximum Likelihood optimization failed to converge. Check mle_retvals | MixedLM optimization failed, trying a different optimizer may help. | Gradient optimization failed, |grad| = 52.837604 | The MLE may be on the boundary of the parameter space. | Gradient optimization failed, |grad| = 1.122320",
3,Huawei_P30_smartphone,session_1,Gap_Before,1128,51,True,powell,0.0021762183630288415,"Maximum Likelihood optimization failed to converge. Check mle_retvals | MixedLM optimization failed, trying a different optimizer may help. | Gradient optimization failed, |grad| = 1.814297 | The MLE may be on the boundary of the parameter space. | Gradient optimization failed, |grad| = 0.515400",
3,Huawei_P30_smartphone,session_1,HNRdBACF_sma3nz_amean,1117,51,True,lbfgs,0.0014131562478098864,The MLE may be on the boundary of the parameter space.,
3,Huawei_P30_smartphone,session_1,MeanUnvoicedSegmentLength,1117,51,True,lbfgs,0.08503731712543873,,
3,Huawei_P30_smartphone,session_1,StddevVoicedSegmentLengthSec,1117,51,True,lbfgs,0.22267350741354136,Random effects covariance is singular,
3,Huawei_P30_smartphone,session_1,alphaRatioUV_sma3nz_amean,1117,51,True,lbfgs,0.09175763252298842,,
3,Huawei_P30_smartphone,session_1,hammarbergIndexUV_sma3nz_amean,1117,51,True,lbfgs,0.06939657943460845,The MLE may be on the boundary of the parameter space.,
3,Huawei_P30_smartphone,session_1,hammarbergIndexV_sma3nz_stddevNorm,1117,51,True,lbfgs,0.0005879938448522773,The MLE may be on the boundary of the parameter space. | The Hessian matrix at the estimated parameter values is not positive definite.,
3,Huawei_P30_smartphone,session_1,jitterLocal_sma3nz_amean,1117,51,True,powell,0.0007410455468817549,"Maximum Likelihood optimization failed to converge. Check mle_retvals | MixedLM optimization failed, trying a different optimizer may help. | Gradient optimization failed, |grad| = 17.197336 | Gradient optimization failed, |grad| = 18.748960 | The MLE may be on the boundary of the parameter space.",
3,Huawei_P30_smartphone,session_1,loudness_sma3_pctlrange0-2,1117,51,True,lbfgs,0.09059111432971857,,
3,Huawei_P30_smartphone,session_1,loudness_sma3_percentile20.0,1117,51,True,lbfgs,0.0035785625989032677,The MLE may be on the boundary of the parameter space.,
3,Huawei_P30_smartphone,session_1,loudness_sma3_stddevNorm,1117,51,True,lbfgs,0.21530884614422233,,
3,Huawei_P30_smartphone,session_1,mfcc1V_sma3nz_amean,1117,51,True,lbfgs,0.03644067165921065,,
3,Huawei_P30_smartphone,session_1,mfcc1V_sma3nz_stddevNorm,1117,51,True,lbfgs,0.12632588386517005,The Hessian matrix at the estimated parameter values is not positive definite.,
3,Huawei_P30_smartphone,session_1,mfcc1_sma3_amean,1117,51,True,lbfgs,0.039494886991876456,,
